id,wikipedia_id,url,question,correct,wrong1,wrong2,wrong3,wrong4,wrong5
ea731fb7-1137-4cfe-a844-769fad4340c4,320017,https://simple.wikipedia.org/wiki/Neil%20Lennon,For how many years did Neil Lennon represent Northern Ireland?,Nine years,Five years,Twelve years,Seven years,Ten years,Eight years
698b3caf-ec06-4fa3-ae5c-5c3963545a9f,935823,https://simple.wikipedia.org/wiki/Grand%20Army%20of%20the%20Republic,During which conflict did the members of the Grand Army of the Republic serve?,American Civil War,World War II,Korean War,Vietnam War,American Revolutionary War,Spanish Civil War
7cc42259-96e1-4a1f-a269-45782d52ff9d,452579,https://simple.wikipedia.org/wiki/Kazuo%20Matsui,What is the nickname of Kazuo Matsui?,Kaz,Kazu,Kazuya,Kazuki,Kazuma,Kazuto
08306c82-b522-4210-9cb8-b60078ac0dd2,894219,https://simple.wikipedia.org/wiki/Brenden%20Aaronson,What year did Brenden Aaronson make his debut for Red Bull Salzburg?,2021,2020,2019,2022,2023,2024
0e1b1b16-0abd-4fe2-b3e5-2cdd762773ba,330243,https://simple.wikipedia.org/wiki/Louisa%20May%20Alcott,Which book is considered Alcott's most famous work?,Little Women,Little Men,Good Wives,A Long Fatal Love Chase,Jo's Boys,A Modern Mephistopheles
68ebcb3a-edfa-4eb1-9f81-6429985b8c3a,468289,https://simple.wikipedia.org/wiki/Norman%20Bates,In which decade was Norman Bates introduced as a fictional character?,1950s,1960s,1970s,1980s,1940s,1990s
1fcda2f7-d1d6-4734-84dc-d20c83c4de3b,429360,https://simple.wikipedia.org/wiki/Choco%20pie,What are the main components of a Choco Pie?,Two layers of cake with marshmallow filling and chocolate coating,One layer of cookie with jelly filling and vanilla coating,Three layers of sponge cake with cream filling and caramel coating,Two layers of biscuit with chocolate filling and milk coating,Four layers of cake with nougat filling and dark chocolate coating,Five layers of pastry with fruit filling and icing coating
a87aaaff-9241-40c3-9391-b2a61b36a948,433764,https://simple.wikipedia.org/wiki/Nelle%20Wilson%20Reagan,What was Nelle Wilson Reagan's ancestry?,Scots-English,Irish-German,Italian-French,British-Scots,Spanish-Portuguese,Dutch-Swedish
bcdace28-2db8-417d-933f-5c9be4b7e3b7,764453,https://simple.wikipedia.org/wiki/Biu%E2%80%93Mandara%20languages,What does the language Mida'a represent in the classifications?,< B.1,B.2,A.5,A.4,A.1,B.3
6e29dde7-ddf6-4526-a436-160d48921e20,115536,https://simple.wikipedia.org/wiki/Ratatouille%20%28movie%29,What kind of consultation did the crew for Ratatouille seek?,Advice from chefs,Help from food critics,Guidance from animators,Support from restaurant owners,Assistance from film historians,Input from art designers
66cd7164-00e4-4740-b9f6-dab3383c404a,404757,https://simple.wikipedia.org/wiki/Modern%20Orthodox%20Judaism,What is a dominant characteristic of Modern Orthodoxy in Israel?,It is dominated by Religious Zionism.,It primarily focuses on strictness in halakha.,It is entirely aligned with non-Jewish philosophies.,It rejects any form of political involvement.,It predominantly follows Hasidic traditions.,It emphasizes complete separation from secularism.
635a0ca7-9859-4b97-8b08-2ec473d201ad,406784,https://simple.wikipedia.org/wiki/Veblen%20good,Which of the following best describes the behavior of consumers of Veblen goods?,They consume more as the good's price rises.,They consume less as the good's price rises.,They remain indifferent to price changes.,They consume without reference to social status.,They prioritize function over price.,They focus on practicality rather than image.
b5fddc46-e22b-4c3c-8ec2-110dd519ff27,791723,https://simple.wikipedia.org/wiki/Hamdi%20Benani,What instrument did Hamdi Benani play?,Violin,Guitar,Piano,Drums,Harmonica,Trumpet
70c59107-d79c-4232-b608-ef5b675f0b79,477417,https://simple.wikipedia.org/wiki/Foreign%20Correspondent,Who plays the character Carol in Foreign Correspondent?,Laraine Day,Ingrid Bergman,Greta Garbo,Joan Crawford,Bette Davis,Vivien Leigh
1daa580a-c012-4d40-b880-bdeea9722f18,411788,https://simple.wikipedia.org/wiki/Highway%2020%20%28Israel%29,Which highway does Highway 20 intersect with?,Highway 4,Highway 1,Highway 6,Highway 2,Highway 3,Highway 5
3de6703a-aa8e-43ad-8320-65882ccac1c9,116561,https://simple.wikipedia.org/wiki/Florence%20Cathedral,Which artist created the statue of David for Florence Cathedral?,Michelangelo,Donatello,Agostino di Duccio,Filippo Brunelleschi,Giotto,Arnolfo di Cambio
9b7a541d-07c4-4a7b-9d7d-506e4805635f,91338,https://simple.wikipedia.org/wiki/Pretty.%20Odd.,When was Pretty. Odd. released?,"March 25, 2008","February 25, 2008","March 30, 2008","January 25, 2008","April 25, 2008","May 25, 2008"
3e0cc973-df5d-4ef6-8fce-32f11a1f1e37,354873,https://simple.wikipedia.org/wiki/Reptiliomorpha,What classification is explicitly excluded from the Reptiliomorpha clade?,Synapsids,Lissamphibians,Aquatic reptiles,All living amphibians,Modern mammals,Birds of flight
ebb3a616-c55c-4a7c-af61-18d161fdfbf0,264885,https://simple.wikipedia.org/wiki/Aram%20Khachaturian,What influenced Aram Khachaturian's music?,Folk music of Armenia,Classical music of Europe,Jazz from America,Folk music of Georgia,Pop music trends,Blues traditions
c1598b69-149a-4d51-9442-264ae2fe31f0,42086,https://simple.wikipedia.org/wiki/Henry%20III%20of%20England,What war did Henry III face during his reign starting in 1264?,the Second Barons' War,the Third Barons' War,the First Barons' War,the Peasant War,the Civil War,the Baronial Wars
b0bc6978-cdf8-4e50-8a89-d358e0eff94e,591753,https://simple.wikipedia.org/wiki/Viluppuram,Which historical figure is associated with the name 'Vizhupparaiyar'?,Aadhinathan Vizhupparaiyan is associated with the name 'Vizhupparaiyar'.,Kulottunga Chola I is associated with the name 'Vizhupparaiyar'.,Jayamkondar is associated with the name 'Vizhupparaiyar'.,Virupaksha Vizhupparaiyan is associated with the name 'Vizhupparaiyar'.,Aadhavalar Vizhupparaiyan is associated with the name 'Vizhupparaiyar'.,Kulasekara Vizhupparaiyan is associated with the name 'Vizhupparaiyar'.
6c5a5fa6-8b05-422d-be3a-0b33815216cb,399204,https://simple.wikipedia.org/wiki/Operation%20Boatswain%20Memorial,In which city is the Operation Boatswain Memorial located?,Jerusalem,Tel Aviv,Haifa,Nazareth,Eilat,Beersheba
26ba954d-7f5e-4c51-a6b9-40bce669d9e9,223006,https://simple.wikipedia.org/wiki/Kobe%20Bryant,In what year did Kobe Bryant retire from professional basketball?,2016,2018,2014,2015,2017,2019
4028789a-5eef-4087-8a9a-41c0edb3bc35,235215,https://simple.wikipedia.org/wiki/Bhagat%20Singh,What was the name of the newspaper Bhagat Singh published in Delhi?,Daily Veer Arjun,The Hindustan Times,The Punjab Tribune,The Revolutionary Voice,Krantikari Patrika,The Freedom Fighter
70260791-41d4-44d7-aa42-96f05aff0c0d,21132,https://simple.wikipedia.org/wiki/Paganism,What do most pagans focus on in their beliefs?,Spirituality and nature,Rules and regulations,Historical texts and doctrines,Prophecies and revelations,Rituals and ceremonies,Religious hierarchy and governance
51ce1c47-0468-496b-9bbf-95973dabbbd5,869814,https://simple.wikipedia.org/wiki/Marian%20Du%C5%9B,In which city did Marian Duś pass away?,Warsaw,Kraków,Gdańsk,Wrocław,Poznań,Łódź
034b287c-98df-43e0-9da6-fdb8dcb96063,808059,https://simple.wikipedia.org/wiki/Teairra%20Mar%C3%AD,Which single helped Teairra Marí redeem her career?,Hunt 4 U,Hunt 4 Me,Hunt 2 U,Hunt 4 Us,Hunt 4 A Dream,Hunt For You
a851b86b-dd0f-4681-996b-001220b9aec7,970078,https://simple.wikipedia.org/wiki/Walk%20Like%20an%20Egyptian,"What was the B-side track for the 1985 7"" single release?",Angels Don't Fall in Love,Not Like You,Hold On,Dreams Never End,Kiss Me,Makes Me Feel Alive
8b7eaf8a-5871-4f1d-85fd-e1a085090ec3,88663,https://simple.wikipedia.org/wiki/Santa%20Fe,What country is Santa Fe de Antioquia located in?,Colombia,Argentina,Mexico,Brazil,Chile,Peru
9265807f-39eb-4c90-a125-2f1f2ef57064,547274,https://simple.wikipedia.org/wiki/Giuseppe%20Virgili,Which illness did Giuseppe Virgili die from?,An illness,Heart disease,Cancer,Stroke,Pneumonia,Diabetes
9264e8cb-7419-4fe2-bdff-287394d8f780,277920,https://simple.wikipedia.org/wiki/Tammany%20Hall,What was Tammany Hall originally called?,The Society of St. Tammany.,The Sons of Liberty.,The Order of St. George.,The St. Tammany Society.,The Columbian Society.,The Brotherhood of St. Tammany.
2d62d6e2-1f48-47e3-a41c-39de511868c1,73213,https://simple.wikipedia.org/wiki/Kronosaurus,Which type of fossil comparison was used in recent studies of Kronosaurus?,Comparison to other pliosaurs,Comparison to modern reptiles,Comparison to ancient mammals,Comparison to land dinosaurs,Comparison to marine fish,Comparison to flying archosaurs
688db111-dae3-4255-9db9-800573584743,802057,https://simple.wikipedia.org/wiki/J%C3%B3zsef%20Halzl,What was the date of birth of József Halzl?,19 December 1933,20 December 1932,19 November 1934,18 December 1933,19 January 1933,21 December 1933
8f3cc8e3-835a-4beb-a101-6e8fc8c29437,159107,https://simple.wikipedia.org/wiki/Stewart%20Downing,Which team did Stewart Downing join after leaving Middlesbrough?,Aston Villa,Newcastle United,Sunderland,Liverpool,West Ham United,Crystal Palace
767741e2-5f0e-45c6-8bb9-79c9d8e22f9e,539439,https://simple.wikipedia.org/wiki/Harry%20Perkowski,What was Harry Perkowski's birth date?,"September 6, 1922","September 6, 1920","September 6, 1925","May 6, 1922","October 6, 1922","August 6, 1922"
3e9c0b69-f14e-46d7-8b6b-6766126e42f7,225587,https://simple.wikipedia.org/wiki/Exhibition,What does the term 'on loan' refer to in the context of exhibitions?,Objects specifically borrowed from other museums.,Items requested from private collectors for display.,Artworks scheduled for future exhibitions.,Exhibits that are temporarily stored for safekeeping.,Masterpieces already sold to galleries.,Collections that are regularly rotated between exhibits.
f4ed1b64-f588-4003-ab97-af3c27bdf3a9,661421,https://simple.wikipedia.org/wiki/Louie%20Louie,Which of the following is a song listed along with 'Louie Louie'?,Motörhead songs,Beatles songs,Led Zeppelin songs,Nirvana songs,AC/DC songs,Aerosmith songs
d57b5faa-8105-49d9-aff7-988f4329c9c2,888276,https://simple.wikipedia.org/wiki/Miranda%20%281948%20movie%29,Who directed the movie Miranda?,Ken Annakin,Griffith Jones,David Tomlinson,Peter Blackmore,Glynis Johns,John McCallum
d05078a0-29a0-444e-9bdf-b712601c3cf9,541011,https://simple.wikipedia.org/wiki/Martin%20de%20Porres,What is another area Saint Martin de Porres is the patron saint of?,Race relations,Child education,Animal rights,Mental health,Civic engagement,Cultural conservation
96097aeb-5447-464d-9477-481fd946a087,980882,https://simple.wikipedia.org/wiki/2022%20Florida%20gubernatorial%20election,What was the total number of confirmed Covid-19 cases in Florida referenced?,Over 5 million,Over 7 million,Over 3 million,Over 10 million,Over 2 million,Over 4 million
d3df4e2f-ed9a-414d-bb91-e57a77a5d25e,287021,https://simple.wikipedia.org/wiki/Larry%20Fine,What major health issue did Larry Fine experience during the production of Kook's Tour?,Suffered a stroke,Underwent heart surgery,Broke his leg,Had a nervous breakdown,Lost his voice,Contracted pneumonia
0721841d-05d7-4c14-8b41-0cd4d8da9173,85724,https://simple.wikipedia.org/wiki/Adam%27s%20apple%20%28disambiguation%29,What is the release year of John Wesley Harding's album titled 'Adam's Apple'?,2004,2003,2005,2006,2002,2000
21a51d9d-8649-4f0d-b748-15eaefc0c109,450429,https://simple.wikipedia.org/wiki/Insulin%20aspart,How quickly does insulin aspart begin to work?,In minutes,In hours,In seconds,In days,In weeks,In moments
9d76f73f-1225-423c-b9ec-66a572347b3b,33110,https://simple.wikipedia.org/wiki/Truck,What is a semi-trailer primarily attached to?,A tractor unit,A cargo truck,A full trailer,An ordinary van,A dolly,An empty trailer
fc9e5871-4e5e-40c9-b4af-622452478e35,126231,https://simple.wikipedia.org/wiki/Chris%20Paul,What is the primary role of a point guard in basketball?,Facilitating the offense,Defending the basket,Rebounding the ball,Scoring the most points,Blocking shots,Shooting from long range
018d8562-1c89-4908-a25f-9274c8832222,766394,https://simple.wikipedia.org/wiki/Christopher%20Kloeble,When did Christopher Kloeble participate in the Ingeborg Bachmann Competition?,June 2010,August 2009,May 2011,April 2010,March 2008,July 2012
5a5ad7b0-b5bf-49ea-aaac-b6f44d840ccc,401528,https://simple.wikipedia.org/wiki/Andrew%20Greeley,In what year did Andrew Greeley retire?,2009,2008,2010,2011,2012,2013
fc2d999b-7bdc-4383-ac2a-940ecff2f2b9,9931,https://simple.wikipedia.org/wiki/December%204,In what year did the Montreux Casino catch fire during a concert?,1971,1961,1975,1973,1979,1981
4f7c3bc9-4a1a-4c1b-8764-5370c4c922ae,941873,https://simple.wikipedia.org/wiki/Donald%27s%20Dog%20Laundry,What type of film is Donald's Dog Laundry?,Short film,Feature film,Documentary,Television special,Animated series,Silent film
8b559f4d-89cb-4ad0-a71b-969547dad926,1002285,https://simple.wikipedia.org/wiki/Venom%20%28character%29,Which company publishes comic books featuring Venom?,Marvel Comics,DC Comics,Dark Horse Comics,Image Comics,IDW Publishing,Dynamite Entertainment
d80c1f5e-1f16-4b99-8d54-e72dd87e7d54,310638,https://simple.wikipedia.org/wiki/Participle,Which of the following sentences correctly uses a present participle?,The dog is barking happily.,The dog barked happily this morning.,The barking dog was happy.,Barking dogs relate to happiness.,The dog was barked by its owner.,The dog's barking was loud.
a6bdb500-2704-414f-9967-be605bb3182d,846803,https://simple.wikipedia.org/wiki/99%20Bottles%20of%20Beer,In which century was '99 Bottles of Beer' written?,Mid-1900s,Late 1800s,Early 2000s,Mid-1800s,Late 1900s,Early 1900s
f9022af8-eee6-45cb-b799-ea32567f9534,890271,https://simple.wikipedia.org/wiki/Aleksandr%20Timoshinin,What was the year of Aleksandr Timoshinin's death?,2021,2020,2019,2022,2018,2023
df2516e4-7152-48c2-9e1c-064557a63364,400271,https://simple.wikipedia.org/wiki/Pedro%20Enrique%20Delgado%20Martin,In which Paralympics did Pedro Enrique Delgado Martin race in 2000?,2000 Summer Paralympics,2000 Winter Paralympics,1996 Summer Paralympics,2004 Winter Paralympics,1992 Summer Paralympics,2008 Summer Paralympics
7fdaf590-eef8-4838-8a5d-4b0b391d2a76,853810,https://simple.wikipedia.org/wiki/John%20Polkinghorne,What was John Polkinghorne's profession at the University of Cambridge?,Professor of Mathematical Physics,Professor of Theoretical Chemistry,Professor of Astrophysics,Head of Engineering Department,Professor of Quantum Mechanics,Dean of Science Faculty
05b4ec97-a8e5-4289-b94a-898378a2b77f,13486,https://simple.wikipedia.org/wiki/Supertramp,Which song by Supertramp suggests optimism?,Give a Little Bit,It's Raining Again,Take the Long Way Home,The Logical Song,Dreamer,Crisis? What Crisis?
c1ffe2b8-74d4-4563-968e-4804834e9881,555120,https://simple.wikipedia.org/wiki/History%20of%20hearing%20aids,How did ear trumpets help people with hearing loss?,By making sound energy stronger when it hits the ear drum,By converting speech into written text for clarity,By amplifying sounds directly through electrical means,By blocking all unwanted noise to enhance clarity,By using vibrations to stimulate the auditory nerve,By creating sound waves that resonate in the ear
